,id,type,gantryType,lat,lng,pilenumber,status,startTime,endTime,etcGantryHex,POWERSUPPLYNODENAME,POWERSUPPLYNODEDISTANCE,name,boundaryType,tollIntervals,rsuManUID,rsuModel,rsuID,VPLRUID,VPLRModel,VPLRID,HDVUID,HDVModel,HDVID,controllerUID,controllerModel,controllerID,controllerSysVer,serverUID,serverModel,serverID,serverSysVer,serverDBVer,vehDetectorUID,vehDetectorModel,vehDetectorID,weatherDetectorUID,weatherDetectorModel,weatherDetectorID,classDetectorUID,classDetectorModel,classDetectorID,loadDetectionUID,loadDetectionModel,loadDetectionID,tempControllerUID,tempControllerModel,tempControllerID,powerControllerUID,powerControllerModel,powerControllerID,safeEquipUID,safeEquipModel,safeEquipID,lineType,operators,dataMergePoint,imei,ip,snmpVersion,snmpPort,community,securityName,securityLevel,authentication,authKey,encryption,secretKey,operation,COMPANYNAME,station,LANE,stationfx,LANEFX,note,PICNUM,NUM,SORT,LANECOUNT,gantrySign,reEtcGantryHex,agencyGantryIds,REGIONALISMCODE,COUNTRYNAME,REGIONNAME
4389,G300161001002420030,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_103车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010030,6,,3,524,1|0,,6CF20B,,610111,灞桥区,西安市
4390,G300161001002420040,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_104车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010040,6,,4,524,1|0,,6CF20B,,610111,灞桥区,西安市
4391,G300161001002420050,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_109车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010050,6,,5,524,1|0,,6CF20B,,610111,灞桥区,西安市
4392,G300161001002420060,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_101车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010060,6,,6,524,1|0,,6CF20B,,610111,灞桥区,西安市
4393,G300161001002420070,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_102车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010070,6,,7,524,1|0,,6CF20B,,610111,灞桥区,西安市
4394,G300161001002420080,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_108车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010080,6,,8,524,1|0,,6CF20B,,610111,灞桥区,西安市
4395,G300161001002420090,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_105车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010090,6,,9,524,1|0,,6CF20B,,610111,灞桥区,西安市
4396,G300161001002420100,0,2,34.251323,109.064981,72.865,2,2020/1/1,2023/9/27,6DF20C,纺织城收费站,0,纺织城-纺织城站_107车道,,G300161001002420,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010030,G30016100100302010100,6,,10,524,1|0,,6CF20B,,610111,灞桥区,西安市
4397,G300161001002510010,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_013车道,,G300161001002510,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010010,6,,1,525,1|0,,6DF20E,,610113,雁塔区,西安市
4398,G300161001002510020,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_012车道,,G300161001002510,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010020,6,,2,525,1|0,,6DF20E,,610113,雁塔区,西安市
4399,G300161001002510030,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_004车道,,G300161001002510,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010030,6,,3,525,1|0,,6DF20E,,610113,雁塔区,西安市
4400,G300161001002510040,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_009车道,,G300161001002510,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010040,6,,4,525,1|0,,6DF20E,,610113,雁塔区,西安市
4401,G300161001002510050,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_003车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010050,6,,5,525,1|0,,6DF20E,,610113,雁塔区,西安市
4402,G300161001002510060,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_011车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010060,6,,6,525,1|0,,6DF20E,,610113,雁塔区,西安市
4403,G300161001002510070,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_010车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010070,6,,7,525,1|0,,6DF20E,,610113,雁塔区,西安市
4404,G300161001002510080,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_007车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010080,6,,8,525,1|0,,6DF20E,,610113,雁塔区,西安市
4405,G300161001002510090,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_014车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010090,6,,9,525,1|0,,6DF20E,,610113,雁塔区,西安市
4406,G300161001002510100,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_015车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010100,6,,10,525,1|0,,6DF20E,,610113,雁塔区,西安市
4407,G300161001002510110,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_002车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010110,6,,11,525,1|0,,6DF20E,,610113,雁塔区,西安市
4408,G300161001002510120,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_005车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010120,6,,12,525,1|0,,6DF20E,,610113,雁塔区,西安市
4409,G300161001002510130,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_001车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010130,6,,13,525,1|0,,6DF20E,,610113,雁塔区,西安市
4410,G300161001002510140,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_006车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010140,6,,14,525,1|0,,6DF20E,,610113,雁塔区,西安市
4411,G300161001002510150,0,2,34.202983,109.001624,63.488,2,2020/1/1,2023/9/27,6CF20D,曲江收费站,0,曲江站-曲江_008车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010150,6,,15,525,1|0,,6DF20E,,610113,雁塔区,西安市
4412,G300161001002510160,0,2,34.202983,109.001624,63.488,2,2020/1/1,2029/10/31,6CF20D,曲江收费站,0,曲江站-曲江_016车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010160,6,,16,525,1|0,,6DF20E,,610113,雁塔区,西安市
4413,G300161001002510170,0,2,34.202983,109.001624,63.488,2,2020/1/1,2029/10/31,6CF20D,曲江收费站,0,曲江站-曲江_017车道,,G300161001002510,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100401010170,6,,17,525,1|0,,6DF20E,,610113,雁塔区,西安市
4414,G300161001002520010,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_107车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010010,6,,1,526,1|0,,6CF20D,,610113,雁塔区,西安市
4415,G300161001002520020,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_122车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010020,6,,2,526,1|0,,6CF20D,,610113,雁塔区,西安市
4416,G300161001002520030,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_121车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010030,6,,3,526,1|0,,6CF20D,,610113,雁塔区,西安市
4417,G300161001002520040,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_113车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010040,6,,4,526,1|0,,6CF20D,,610113,雁塔区,西安市
4418,G300161001002520050,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_108车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010050,6,,5,526,1|0,,6CF20D,,610113,雁塔区,西安市
4419,G300161001002520060,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_109车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010060,6,,6,526,1|0,,6CF20D,,610113,雁塔区,西安市
4420,G300161001002520070,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_110车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010070,6,,7,526,1|0,,6CF20D,,610113,雁塔区,西安市
4421,G300161001002520080,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_116车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010080,6,,8,526,1|0,,6CF20D,,610113,雁塔区,西安市
4422,G300161001002520090,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_117车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010090,6,,9,526,1|0,,6CF20D,,610113,雁塔区,西安市
4423,G300161001002520100,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_118车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010100,6,,10,526,1|0,,6CF20D,,610113,雁塔区,西安市
4424,G300161001002520110,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_119车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010110,6,,11,526,1|0,,6CF20D,,610113,雁塔区,西安市
4425,G300161001002520120,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_104车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010120,6,,12,526,1|0,,6CF20D,,610113,雁塔区,西安市
4426,G300161001002520130,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_105车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010130,6,,13,526,1|0,,6CF20D,,610113,雁塔区,西安市
4427,G300161001002520140,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_106车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010140,6,,14,526,1|0,,6CF20D,,610113,雁塔区,西安市
4428,G300161001002520150,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_111车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010150,6,,15,526,1|0,,6CF20D,,610113,雁塔区,西安市
4429,G300161001002520160,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_112车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010160,6,,16,526,1|0,,6CF20D,,610113,雁塔区,西安市
4430,G300161001002520170,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_114车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010170,6,,17,526,1|0,,6CF20D,,610113,雁塔区,西安市
4431,G300161001002520180,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_115车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010180,6,,18,526,1|0,,6CF20D,,610113,雁塔区,西安市
4432,G300161001002520190,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_120车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010190,6,,19,526,1|0,,6CF20D,,610113,雁塔区,西安市
4433,G300161001002520200,0,2,34.202204,109.002644,63.488,2,2020/1/1,2023/9/27,6DF20E,曲江收费站,0,曲江-曲江站_123车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010200,6,,20,526,1|0,,6CF20D,,610113,雁塔区,西安市
4434,G300161001002520210,0,2,34.202204,109.002644,63.488,2,2020/1/1,2029/10/31,6DF20E,曲江收费站,0,曲江-曲江站_124车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010210,6,,21,526,1|0,,6CF20D,,610113,雁塔区,西安市
4435,G300161001002520220,0,2,34.202204,109.002644,63.488,2,2020/1/1,2029/10/31,6DF20E,曲江收费站,0,曲江-曲江站_125车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010220,6,,22,526,1|0,,6CF20D,,610113,雁塔区,西安市
4436,G300161001002520230,0,2,34.202204,109.002644,63.488,2,2020/1/1,2029/10/31,6DF20E,曲江收费站,0,曲江-曲江站_126车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010230,6,,23,526,1|0,,6CF20D,,610113,雁塔区,西安市
4437,G300161001002520240,0,2,34.202204,109.002644,63.488,2,2020/1/1,2029/10/31,6DF20E,曲江收费站,0,曲江-曲江站_127车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010240,6,,24,526,1|0,,6CF20D,,610113,雁塔区,西安市
4438,G300161001002520250,0,2,34.202204,109.002644,63.488,2,2020/1/1,2029/10/24,6DF20E,曲江收费站,0,曲江-曲江站_128车道,,G300161001002520,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2|1,4|1|2,10.254.203.106|192.168.152.154|100.81.1.58,,0.0.0.0,,161,,,,,,,,1,绕城,,,G3001610010040,G30016100100402010250,6,,25,526,1|0,,6CF20D,,610113,雁塔区,西安市
